cidade,datetime,temp_c,umidade_pct,precipitacao_mm,vento_kmh
porto_alegre,2025-01-10 12:00:00,30.1,42.0,0.1,9.0
porto_alegre,2025-01-10 13:00:00,30.7,40.0,0.0,11.4
porto_alegre,2025-01-10 14:00:00,30.9,41.0,0.0,15.2
porto_alegre,2025-01-10 15:00:00,30.5,42.0,0.0,18.5
porto_alegre,2025-01-10 16:00:00,29.2,44.0,0.0,20.6
porto_alegre,2025-01-10 17:00:00,27.8,48.0,0.0,22.1
porto_alegre,2025-01-10 18:00:00,26.3,54.0,0.0,23.1
porto_alegre,2025-01-10 19:00:00,24.8,59.0,0.0,22.7
porto_alegre,2025-01-10 20:00:00,23.7,63.0,0.0,22.0
porto_alegre,2025-01-10 21:00:00,23.2,65.0,0.0,20.4
porto_alegre,2025-01-10 22:00:00,22.8,66.0,0.0,18.0
porto_alegre,2025-01-10 23:00:00,22.7,66.0,0.0,16.8
porto_alegre,2025-01-11 00:00:00,22.5,67.0,0.0,16.1
porto_alegre,2025-01-11 01:00:00,22.3,69.0,0.0,14.9
porto_alegre,2025-01-11 02:00:00,21.7,73.0,0.0,14.1
porto_alegre,2025-01-11 03:00:00,21.2,77.0,0.0,12.9
porto_alegre,2025-01-11 04:00:00,20.8,79.0,0.0,12.1
porto_alegre,2025-01-11 05:00:00,20.5,81.0,0.0,12.0
porto_alegre,2025-01-11 06:00:00,20.5,82.0,0.0,12.5
porto_alegre,2025-01-11 07:00:00,21.9,76.0,0.0,10.8
porto_alegre,2025-01-11 08:00:00,23.8,67.0,0.0,14.2
porto_alegre,2025-01-11 09:00:00,25.5,58.0,0.0,15.7
porto_alegre,2025-01-11 10:00:00,27.0,51.0,0.0,13.6
porto_alegre,2025-01-11 11:00:00,27.5,49.0,0.1,15.1
porto_alegre,2025-01-11 12:00:00,27.6,50.0,0.5,17.8
porto_alegre,2025-01-11 13:00:00,28.0,49.0,0.4,17.8
porto_alegre,2025-01-11 14:00:00,28.9,46.0,0.0,18.4
porto_alegre,2025-01-11 15:00:00,28.6,46.0,0.0,18.8
porto_alegre,2025-01-11 16:00:00,27.8,48.0,0.0,19.6
porto_alegre,2025-01-11 17:00:00,27.0,50.0,0.0,19.4
porto_alegre,2025-01-11 18:00:00,25.7,55.0,0.0,19.0
porto_alegre,2025-01-11 19:00:00,24.4,59.0,0.0,17.8
porto_alegre,2025-01-11 20:00:00,23.1,69.0,0.0,14.6
porto_alegre,2025-01-11 21:00:00,22.2,74.0,0.0,12.8
porto_alegre,2025-01-11 22:00:00,21.6,78.0,0.0,12.9
porto_alegre,2025-01-11 23:00:00,21.1,80.0,0.0,11.7
porto_alegre,2025-01-12 00:00:00,20.7,82.0,0.0,11.7
porto_alegre,2025-01-12 01:00:00,20.4,83.0,0.0,11.4
porto_alegre,2025-01-12 02:00:00,19.9,86.0,0.0,10.6
porto_alegre,2025-01-12 03:00:00,19.5,87.0,0.0,9.2
porto_alegre,2025-01-12 04:00:00,19.2,89.0,0.0,8.7
porto_alegre,2025-01-12 05:00:00,18.9,90.0,0.0,8.2
porto_alegre,2025-01-12 06:00:00,18.8,91.0,0.0,8.6
porto_alegre,2025-01-12 07:00:00,20.2,84.0,0.0,7.3
porto_alegre,2025-01-12 08:00:00,22.4,73.0,0.0,11.0
porto_alegre,2025-01-12 09:00:00,23.5,68.0,0.0,10.2
porto_alegre,2025-01-12 10:00:00,25.1,58.0,0.3,11.8
porto_alegre,2025-01-12 11:00:00,25.5,56.0,0.2,12.4
porto_alegre,2025-01-12 12:00:00,25.7,55.0,0.3,13.1
porto_alegre,2025-01-12 13:00:00,26.8,51.0,0.5,13.5
porto_alegre,2025-01-12 14:00:00,27.1,51.0,0.4,15.8
porto_alegre,2025-01-12 15:00:00,27.1,50.0,0.1,16.3
porto_alegre,2025-01-12 16:00:00,26.2,53.0,0.3,17.5
porto_alegre,2025-01-12 17:00:00,25.5,57.0,0.3,17.6
porto_alegre,2025-01-12 18:00:00,25.1,58.0,0.0,17.6
porto_alegre,2025-01-12 19:00:00,23.8,62.0,0.0,17.4
porto_alegre,2025-01-12 20:00:00,22.6,67.0,0.0,15.4
porto_alegre,2025-01-12 21:00:00,21.8,71.0,0.0,14.2
porto_alegre,2025-01-12 22:00:00,21.3,74.0,0.0,13.7
porto_alegre,2025-01-12 23:00:00,20.8,76.0,0.0,12.4
porto_alegre,2025-01-13 00:00:00,20.4,78.0,0.0,12.3
porto_alegre,2025-01-13 01:00:00,19.9,81.0,0.0,11.1
porto_alegre,2025-01-13 02:00:00,19.5,84.0,0.0,10.1
porto_alegre,2025-01-13 03:00:00,19.1,86.0,0.0,8.4
porto_alegre,2025-01-13 04:00:00,18.8,88.0,0.0,9.3
porto_alegre,2025-01-13 05:00:00,18.7,88.0,0.0,9.6
porto_alegre,2025-01-13 06:00:00,18.7,89.0,0.0,9.1
porto_alegre,2025-01-13 07:00:00,20.0,83.0,0.0,7.8
porto_alegre,2025-01-13 08:00:00,22.1,73.0,0.0,8.7
porto_alegre,2025-01-13 09:00:00,24.1,63.0,0.0,9.5
porto_alegre,2025-01-13 10:00:00,25.7,55.0,0.1,7.6
porto_alegre,2025-01-13 11:00:00,27.0,50.0,0.0,6.6
porto_alegre,2025-01-13 12:00:00,28.0,45.0,0.0,8.0
porto_alegre,2025-01-13 13:00:00,28.3,45.0,0.0,11.5
porto_alegre,2025-01-13 14:00:00,28.5,44.0,0.1,13.4
porto_alegre,2025-01-13 15:00:00,28.5,44.0,0.1,15.7
porto_alegre,2025-01-13 16:00:00,28.1,46.0,0.2,17.0
porto_alegre,2025-01-13 17:00:00,27.0,51.0,0.4,19.1
porto_alegre,2025-01-13 18:00:00,25.9,53.0,0.0,18.9
porto_alegre,2025-01-13 19:00:00,24.3,58.0,0.0,17.6
porto_alegre,2025-01-13 20:00:00,23.1,65.0,0.0,16.1
porto_alegre,2025-01-13 21:00:00,22.3,69.0,0.0,15.8
porto_alegre,2025-01-13 22:00:00,22.1,70.0,0.0,15.3
porto_alegre,2025-01-13 23:00:00,21.7,71.0,0.0,14.8
porto_alegre,2025-01-14 00:00:00,21.3,74.0,0.0,13.7
porto_alegre,2025-01-14 01:00:00,20.8,77.0,0.0,11.5
porto_alegre,2025-01-14 02:00:00,20.3,80.0,0.0,9.8
porto_alegre,2025-01-14 03:00:00,19.9,82.0,0.0,8.2
porto_alegre,2025-01-14 04:00:00,19.5,84.0,0.0,6.3
porto_alegre,2025-01-14 05:00:00,19.2,86.0,0.0,5.9
porto_alegre,2025-01-14 06:00:00,19.1,86.0,0.0,6.5
porto_alegre,2025-01-14 07:00:00,20.6,80.0,0.0,5.5
porto_alegre,2025-01-14 08:00:00,23.1,66.0,0.0,4.7
porto_alegre,2025-01-14 09:00:00,25.4,55.0,0.0,4.3
porto_alegre,2025-01-14 10:00:00,27.8,48.0,0.0,4.3
porto_alegre,2025-01-14 11:00:00,29.5,43.0,0.0,5.6
porto_alegre,2025-01-14 12:00:00,30.9,40.0,0.0,3.5
porto_alegre,2025-01-14 13:00:00,31.2,37.0,0.0,5.7
porto_alegre,2025-01-14 14:00:00,32.4,34.0,0.0,5.6
porto_alegre,2025-01-14 15:00:00,32.7,32.0,0.0,10.9
porto_alegre,2025-01-14 16:00:00,30.8,38.0,0.0,21.1
porto_alegre,2025-01-14 17:00:00,28.8,47.0,0.0,20.4
porto_alegre,2025-01-14 18:00:00,27.2,56.0,0.0,20.6
porto_alegre,2025-01-14 19:00:00,25.6,62.0,0.0,19.5
porto_alegre,2025-01-14 20:00:00,24.4,67.0,0.0,18.8
porto_alegre,2025-01-14 21:00:00,23.7,70.0,0.0,17.9
porto_alegre,2025-01-14 22:00:00,23.2,74.0,0.0,17.1
porto_alegre,2025-01-14 23:00:00,22.9,76.0,0.0,15.5
porto_alegre,2025-01-15 00:00:00,22.6,77.0,0.0,13.7
porto_alegre,2025-01-15 01:00:00,22.3,79.0,0.0,12.5
porto_alegre,2025-01-15 02:00:00,21.9,80.0,0.0,11.3
porto_alegre,2025-01-15 03:00:00,21.7,80.0,0.0,9.5
porto_alegre,2025-01-15 04:00:00,21.4,80.0,0.0,8.5
porto_alegre,2025-01-15 05:00:00,21.3,80.0,0.0,8.3
porto_alegre,2025-01-15 06:00:00,21.1,81.0,0.0,7.7
porto_alegre,2025-01-15 07:00:00,22.5,75.0,0.0,5.8
porto_alegre,2025-01-15 08:00:00,25.0,64.0,0.0,5.3
porto_alegre,2025-01-15 09:00:00,27.2,54.0,0.0,3.9
porto_alegre,2025-01-15 10:00:00,28.9,49.0,0.0,3.2
porto_alegre,2025-01-15 11:00:00,30.3,43.0,0.0,1.7
porto_alegre,2025-01-15 12:00:00,31.6,39.0,0.0,2.1
porto_alegre,2025-01-15 13:00:00,32.5,38.0,0.0,2.3
porto_alegre,2025-01-15 14:00:00,33.1,36.0,0.0,5.3
porto_alegre,2025-01-15 15:00:00,33.7,35.0,0.0,6.5
porto_alegre,2025-01-15 16:00:00,33.1,36.0,0.0,8.7
porto_alegre,2025-01-15 17:00:00,30.3,49.0,0.4,11.3
porto_alegre,2025-01-15 18:00:00,29.9,51.0,0.0,6.7
porto_alegre,2025-01-15 19:00:00,28.9,56.0,0.0,11.4
porto_alegre,2025-01-15 20:00:00,26.3,68.0,0.0,14.6
porto_alegre,2025-01-15 21:00:00,25.4,73.0,0.0,13.2
porto_alegre,2025-01-15 22:00:00,24.7,77.0,0.0,11.8
porto_alegre,2025-01-15 23:00:00,24.3,79.0,0.0,11.9
porto_alegre,2025-01-16 00:00:00,23.9,81.0,0.0,11.5
porto_alegre,2025-01-16 01:00:00,23.5,83.0,0.0,11.0
porto_alegre,2025-01-16 02:00:00,23.1,84.0,0.0,9.4
porto_alegre,2025-01-16 03:00:00,22.8,86.0,0.0,6.9
porto_alegre,2025-01-16 04:00:00,22.5,88.0,0.0,5.1
porto_alegre,2025-01-16 05:00:00,22.2,89.0,0.0,5.4
porto_alegre,2025-01-16 06:00:00,22.0,90.0,0.0,5.3
porto_alegre,2025-01-16 07:00:00,23.2,84.0,0.0,5.3
porto_alegre,2025-01-16 08:00:00,25.7,70.0,0.0,5.0
porto_alegre,2025-01-16 09:00:00,28.0,58.0,0.0,3.9
porto_alegre,2025-01-16 10:00:00,29.7,52.0,0.0,2.7
porto_alegre,2025-01-16 11:00:00,31.7,45.0,0.0,2.6
porto_alegre,2025-01-16 12:00:00,33.3,38.0,0.0,2.7
porto_alegre,2025-01-16 13:00:00,34.3,35.0,0.0,4.0
porto_alegre,2025-01-16 14:00:00,35.2,33.0,0.0,5.9
porto_alegre,2025-01-16 15:00:00,33.7,38.0,0.0,11.0
porto_alegre,2025-01-16 16:00:00,32.3,45.0,0.0,13.9
porto_alegre,2025-01-16 17:00:00,30.4,55.0,0.9,11.2
porto_alegre,2025-01-16 18:00:00,30.3,57.0,0.0,11.3
porto_alegre,2025-01-16 19:00:00,28.9,66.0,0.0,12.9
porto_alegre,2025-01-16 20:00:00,27.0,76.0,0.0,13.3
porto_alegre,2025-01-16 21:00:00,25.6,81.0,0.0,12.5
porto_alegre,2025-01-16 22:00:00,25.6,79.0,0.0,13.5
porto_alegre,2025-01-16 23:00:00,25.3,80.0,0.0,12.8
porto_alegre,2025-01-17 00:00:00,25.0,81.0,0.0,11.8
porto_alegre,2025-01-17 01:00:00,24.7,82.0,0.0,10.6
porto_alegre,2025-01-17 02:00:00,24.6,82.0,0.0,9.3
porto_alegre,2025-01-17 03:00:00,24.3,83.0,0.0,8.4
porto_alegre,2025-01-17 04:00:00,23.9,85.0,0.0,7.9
porto_alegre,2025-01-17 05:00:00,23.6,87.0,0.0,7.2
porto_alegre,2025-01-17 06:00:00,23.3,89.0,0.0,7.6
porto_alegre,2025-01-17 07:00:00,24.6,84.0,0.0,5.4
porto_alegre,2025-01-17 08:00:00,27.3,70.0,0.0,3.4
porto_alegre,2025-01-17 09:00:00,29.4,59.0,0.0,3.2
porto_alegre,2025-01-17 10:00:00,31.5,53.0,0.0,3.4
porto_alegre,2025-01-17 11:00:00,33.0,49.0,0.0,3.1
porto_alegre,2025-01-17 12:00:00,33.8,47.0,0.0,5.2
porto_alegre,2025-01-17 13:00:00,34.1,47.0,0.0,6.9
porto_alegre,2025-01-17 14:00:00,33.3,48.0,0.0,9.8
porto_alegre,2025-01-17 15:00:00,30.8,58.0,0.8,10.8
porto_alegre,2025-01-17 16:00:00,28.9,68.0,0.1,7.8
porto_alegre,2025-01-17 17:00:00,29.7,66.0,0.2,4.7
porto_alegre,2025-01-17 18:00:00,29.6,66.0,0.0,3.9
porto_alegre,2025-01-17 19:00:00,28.9,70.0,0.0,1.9
porto_alegre,2025-01-17 20:00:00,27.9,76.0,0.0,2.7
porto_alegre,2025-01-17 21:00:00,27.2,79.0,0.0,1.3
porto_alegre,2025-01-17 22:00:00,27.3,79.0,0.0,5.3
porto_alegre,2025-01-17 23:00:00,26.4,82.0,0.0,5.4
porto_alegre,2025-01-18 00:00:00,25.7,85.0,0.0,5.0
porto_alegre,2025-01-18 01:00:00,25.2,88.0,0.0,4.5
porto_alegre,2025-01-18 02:00:00,24.9,90.0,0.0,3.8
porto_alegre,2025-01-18 03:00:00,24.7,91.0,0.0,3.7
porto_alegre,2025-01-18 04:00:00,24.4,92.0,0.0,4.7
porto_alegre,2025-01-18 05:00:00,24.2,93.0,0.0,4.0
porto_alegre,2025-01-18 06:00:00,24.3,92.0,0.0,2.6
porto_alegre,2025-01-18 07:00:00,25.2,88.0,0.0,1.8
porto_alegre,2025-01-18 08:00:00,26.7,82.0,0.0,1.6
porto_alegre,2025-01-18 09:00:00,28.2,75.0,0.0,2.0
porto_alegre,2025-01-18 10:00:00,29.2,68.0,0.0,7.4
porto_alegre,2025-01-18 11:00:00,30.9,61.0,0.0,7.1
porto_alegre,2025-01-18 12:00:00,31.1,58.0,0.0,11.0
porto_alegre,2025-01-18 13:00:00,29.4,65.0,0.5,12.6
porto_alegre,2025-01-18 14:00:00,30.5,61.0,0.4,5.3
porto_alegre,2025-01-18 15:00:00,30.5,62.0,0.0,8.7
porto_alegre,2025-01-18 16:00:00,31.3,58.0,0.0,8.5
porto_alegre,2025-01-18 17:00:00,29.2,65.0,1.1,10.0
porto_alegre,2025-01-18 18:00:00,29.3,65.0,0.0,9.2
porto_alegre,2025-01-18 19:00:00,28.5,70.0,0.0,8.6
porto_alegre,2025-01-18 20:00:00,27.5,77.0,0.0,6.9
porto_alegre,2025-01-18 21:00:00,26.8,80.0,0.0,9.7
porto_alegre,2025-01-18 22:00:00,25.7,84.0,0.0,9.4
porto_alegre,2025-01-18 23:00:00,24.9,87.0,0.0,7.1
porto_alegre,2025-01-19 00:00:00,24.6,89.0,0.0,7.3
porto_alegre,2025-01-19 01:00:00,24.3,92.0,0.0,7.8
porto_alegre,2025-01-19 02:00:00,24.1,94.0,0.0,6.7
porto_alegre,2025-01-19 03:00:00,23.8,96.0,0.0,5.7
porto_alegre,2025-01-19 04:00:00,23.5,98.0,0.0,4.8
porto_alegre,2025-01-19 05:00:00,23.3,99.0,0.0,5.1
porto_alegre,2025-01-19 06:00:00,23.2,99.0,0.0,4.0
porto_alegre,2025-01-19 07:00:00,23.4,98.0,0.0,3.9
porto_alegre,2025-01-19 08:00:00,24.8,89.0,0.0,3.3
porto_alegre,2025-01-19 09:00:00,26.9,77.0,0.1,1.7
porto_alegre,2025-01-19 10:00:00,29.2,66.0,0.0,4.5
porto_alegre,2025-01-19 11:00:00,30.6,60.0,0.1,5.4
porto_alegre,2025-01-19 12:00:00,31.8,55.0,0.0,4.2
porto_alegre,2025-01-19 13:00:00,33.1,50.0,0.0,4.6
porto_alegre,2025-01-19 14:00:00,34.2,44.0,0.0,7.5
porto_alegre,2025-01-19 15:00:00,34.6,41.0,0.0,8.9
porto_alegre,2025-01-19 16:00:00,33.3,45.0,0.1,11.8
porto_alegre,2025-01-19 17:00:00,31.2,59.0,0.1,14.2
porto_alegre,2025-01-19 18:00:00,30.7,62.0,0.0,13.4
porto_alegre,2025-01-19 19:00:00,28.6,68.0,0.0,12.4
porto_alegre,2025-01-19 20:00:00,27.6,75.0,0.0,8.7
porto_alegre,2025-01-19 21:00:00,24.5,89.0,1.9,9.9
porto_alegre,2025-01-19 22:00:00,25.1,82.0,0.1,5.0
porto_alegre,2025-01-19 23:00:00,25.1,84.0,0.4,1.8
porto_alegre,2025-01-20 00:00:00,24.4,97.0,1.9,6.6
porto_alegre,2025-01-20 01:00:00,24.2,97.0,0.8,5.6
porto_alegre,2025-01-20 02:00:00,24.1,96.0,0.1,5.5
porto_alegre,2025-01-20 03:00:00,23.7,97.0,0.0,5.1
porto_alegre,2025-01-20 04:00:00,23.6,96.0,0.0,6.5
porto_alegre,2025-01-20 05:00:00,23.6,96.0,0.0,5.1
porto_alegre,2025-01-20 06:00:00,23.5,96.0,0.1,5.7
porto_alegre,2025-01-20 07:00:00,23.8,95.0,0.1,6.5
porto_alegre,2025-01-20 08:00:00,24.3,91.0,0.1,7.5
porto_alegre,2025-01-20 09:00:00,24.5,84.0,0.5,14.6
porto_alegre,2025-01-20 10:00:00,24.4,86.0,0.3,8.9
porto_alegre,2025-01-20 11:00:00,26.8,73.0,0.2,10.8
porto_alegre,2025-01-20 12:00:00,28.7,67.0,0.0,13.8
porto_alegre,2025-01-20 13:00:00,29.7,59.0,0.1,18.4
porto_alegre,2025-01-20 14:00:00,30.4,52.0,0.3,19.3
porto_alegre,2025-01-20 15:00:00,31.0,47.0,0.0,18.8
porto_alegre,2025-01-20 16:00:00,31.7,42.0,0.0,20.7
porto_alegre,2025-01-20 17:00:00,31.3,45.0,0.0,18.9
porto_alegre,2025-01-20 18:00:00,29.9,48.0,0.0,15.0
porto_alegre,2025-01-20 19:00:00,28.2,55.0,0.0,13.0
porto_alegre,2025-01-20 20:00:00,26.9,60.0,0.0,9.9
porto_alegre,2025-01-20 21:00:00,26.1,63.0,0.0,11.7
porto_alegre,2025-01-20 22:00:00,26.1,67.0,0.0,14.0
porto_alegre,2025-01-20 23:00:00,25.2,71.0,0.0,10.5
porto_alegre,2025-01-21 00:00:00,24.6,73.0,0.0,10.0
porto_alegre,2025-01-21 01:00:00,23.9,75.0,0.0,8.7
porto_alegre,2025-01-21 02:00:00,23.5,78.0,0.0,8.8
porto_alegre,2025-01-21 03:00:00,23.1,81.0,0.0,9.1
porto_alegre,2025-01-21 04:00:00,22.6,84.0,0.0,9.4
porto_alegre,2025-01-21 05:00:00,22.1,88.0,0.0,7.8
porto_alegre,2025-01-21 06:00:00,21.7,91.0,0.0,8.5
porto_alegre,2025-01-21 07:00:00,22.5,86.0,0.0,10.4
porto_alegre,2025-01-21 08:00:00,23.9,78.0,0.0,11.25
porto_alegre,2025-01-21 09:00:00,25.7,68.0,0.0,12.1
porto_alegre,2025-01-21 10:00:00,28.2,58.0,0.1,17.7
porto_alegre,2025-01-21 11:00:00,29.0,54.0,0.3,20.4
porto_alegre,2025-01-21 12:00:00,29.7,52.0,0.3,19.9
porto_alegre,2025-01-21 13:00:00,31.1,45.0,0.0,17.9
porto_alegre,2025-01-21 14:00:00,31.7,42.0,0.0,17.0
porto_alegre,2025-01-21 15:00:00,32.3,39.0,0.1,17.1
porto_alegre,2025-01-21 16:00:00,29.8,51.0,0.5,16.4
porto_alegre,2025-01-21 17:00:00,28.1,62.0,0.2,12.1
porto_alegre,2025-01-21 18:00:00,27.7,66.0,0.0,13.9
porto_alegre,2025-01-21 19:00:00,26.0,75.0,0.0,12.3
porto_alegre,2025-01-21 20:00:00,25.4,78.0,0.0,7.8
porto_alegre,2025-01-21 21:00:00,24.9,80.0,0.1,7.9
porto_alegre,2025-01-21 22:00:00,23.7,87.0,0.0,6.7
porto_alegre,2025-01-21 23:00:00,23.5,88.0,0.0,7.0
porto_alegre,2025-01-22 00:00:00,23.1,90.0,0.0,5.3
porto_alegre,2025-01-22 01:00:00,22.8,93.0,0.0,5.3
porto_alegre,2025-01-22 02:00:00,22.5,95.0,0.0,5.2
porto_alegre,2025-01-22 03:00:00,22.2,97.0,0.0,5.7
porto_alegre,2025-01-22 04:00:00,22.1,98.0,0.0,5.6
porto_alegre,2025-01-22 05:00:00,21.9,98.0,0.0,4.1
porto_alegre,2025-01-22 06:00:00,21.7,100.0,0.0,3.3
porto_alegre,2025-01-22 07:00:00,22.0,98.0,0.0,3.6
porto_alegre,2025-01-22 08:00:00,23.9,88.0,0.0,3.3
porto_alegre,2025-01-22 09:00:00,26.6,72.0,0.0,0.4
porto_alegre,2025-01-22 10:00:00,28.8,65.0,0.0,2.7
porto_alegre,2025-01-22 11:00:00,30.5,56.0,0.0,4.8
porto_alegre,2025-01-22 12:00:00,31.5,49.0,0.0,8.6
porto_alegre,2025-01-22 13:00:00,32.2,45.0,0.0,8.4
porto_alegre,2025-01-22 14:00:00,32.3,44.0,0.0,8.4
porto_alegre,2025-01-22 15:00:00,32.4,45.0,0.0,9.2
porto_alegre,2025-01-22 16:00:00,32.0,48.0,0.0,11.8
porto_alegre,2025-01-22 17:00:00,31.3,50.0,0.0,13.2
porto_alegre,2025-01-22 18:00:00,30.6,52.0,0.0,12.6
porto_alegre,2025-01-22 19:00:00,28.8,60.0,0.0,13.9
porto_alegre,2025-01-22 20:00:00,27.3,70.0,0.0,15.5
porto_alegre,2025-01-22 21:00:00,25.8,78.0,0.0,14.5
porto_alegre,2025-01-22 22:00:00,25.3,81.0,0.0,13.4
porto_alegre,2025-01-22 23:00:00,24.8,84.0,0.0,12.0
porto_alegre,2025-01-23 00:00:00,24.4,87.0,0.0,11.9
porto_alegre,2025-01-23 01:00:00,23.9,89.0,0.0,10.4
porto_alegre,2025-01-23 02:00:00,23.4,92.0,0.0,8.1
porto_alegre,2025-01-23 03:00:00,23.0,95.0,0.0,6.1
porto_alegre,2025-01-23 04:00:00,22.7,96.0,0.0,3.4
porto_alegre,2025-01-23 05:00:00,22.2,98.0,0.0,2.0
porto_alegre,2025-01-23 06:00:00,22.3,99.0,0.0,3.6
porto_alegre,2025-01-23 07:00:00,23.1,95.0,0.0,2.6
porto_alegre,2025-01-23 08:00:00,25.2,83.0,0.0,1.9
porto_alegre,2025-01-23 09:00:00,28.0,69.0,0.0,0.9
porto_alegre,2025-01-23 10:00:00,31.0,54.0,0.0,1.7
porto_alegre,2025-01-23 11:00:00,33.1,45.0,0.0,1.8
porto_alegre,2025-01-23 12:00:00,35.0,37.0,0.0,3.8
porto_alegre,2025-01-23 13:00:00,36.2,31.0,0.0,5.3
porto_alegre,2025-01-23 14:00:00,36.3,33.0,0.0,9.5
porto_alegre,2025-01-23 15:00:00,36.1,33.0,0.0,12.3
porto_alegre,2025-01-23 16:00:00,35.1,38.0,0.0,14.0
porto_alegre,2025-01-23 17:00:00,34.1,44.0,0.0,15.6
porto_alegre,2025-01-23 18:00:00,31.8,54.0,0.0,17.8
porto_alegre,2025-01-23 19:00:00,29.7,60.0,0.0,17.8
porto_alegre,2025-01-23 20:00:00,27.7,71.0,0.0,18.1
porto_alegre,2025-01-23 21:00:00,26.6,78.0,0.0,17.1
porto_alegre,2025-01-23 22:00:00,26.0,84.0,0.0,14.8
porto_alegre,2025-01-23 23:00:00,25.6,86.0,0.0,13.1
porto_alegre,2025-01-24 00:00:00,25.1,89.0,0.0,12.7
porto_alegre,2025-01-24 01:00:00,24.7,91.0,0.0,9.7
porto_alegre,2025-01-24 02:00:00,24.5,92.0,0.0,6.1
porto_alegre,2025-01-24 03:00:00,24.4,92.0,0.0,3.9
porto_alegre,2025-01-24 04:00:00,24.4,92.0,0.0,4.8
porto_alegre,2025-01-24 05:00:00,24.5,91.0,0.0,3.0
porto_alegre,2025-01-24 06:00:00,24.4,91.0,0.0,4.2
porto_alegre,2025-01-24 07:00:00,25.0,86.0,0.0,4.8
porto_alegre,2025-01-24 08:00:00,26.2,78.0,0.1,7.7
porto_alegre,2025-01-24 09:00:00,27.0,73.0,0.0,9.5
porto_alegre,2025-01-24 10:00:00,29.0,59.0,0.0,7.8
porto_alegre,2025-01-24 11:00:00,30.6,54.0,0.0,9.6
porto_alegre,2025-01-24 12:00:00,31.3,52.0,0.0,10.9
porto_alegre,2025-01-24 13:00:00,31.5,50.0,0.4,10.6
porto_alegre,2025-01-24 14:00:00,30.8,52.0,0.3,8.7
porto_alegre,2025-01-24 15:00:00,28.0,69.0,0.9,12.6
porto_alegre,2025-01-24 16:00:00,27.5,72.0,0.0,9.7
porto_alegre,2025-01-24 17:00:00,27.8,66.0,0.0,8.4
porto_alegre,2025-01-24 18:00:00,26.8,71.0,0.0,9.9
porto_alegre,2025-01-24 19:00:00,26.5,74.0,0.0,7.2
porto_alegre,2025-01-24 20:00:00,26.2,78.0,0.0,7.1
porto_alegre,2025-01-24 21:00:00,25.8,80.0,0.0,8.6
porto_alegre,2025-01-24 22:00:00,27.0,71.0,0.0,7.6
porto_alegre,2025-01-24 23:00:00,26.2,75.0,0.0,9.7
porto_alegre,2025-01-25 00:00:00,25.2,82.0,0.0,9.6
porto_alegre,2025-01-25 01:00:00,24.8,83.0,0.0,8.4
porto_alegre,2025-01-25 02:00:00,24.5,85.0,0.2,7.7
porto_alegre,2025-01-25 03:00:00,24.2,87.0,0.1,7.8
porto_alegre,2025-01-25 04:00:00,23.9,89.0,0.0,7.4
porto_alegre,2025-01-25 05:00:00,24.1,89.0,0.0,9.4
porto_alegre,2025-01-25 06:00:00,24.3,88.0,0.0,12.8
porto_alegre,2025-01-25 07:00:00,24.9,83.0,0.0,13.5
porto_alegre,2025-01-25 08:00:00,26.3,74.0,0.0,17.8
porto_alegre,2025-01-25 09:00:00,27.4,67.0,0.0,19.4
porto_alegre,2025-01-25 10:00:00,27.0,70.0,0.1,16.7
porto_alegre,2025-01-25 11:00:00,29.4,60.0,0.1,17.3
porto_alegre,2025-01-25 12:00:00,26.8,76.0,1.7,11.7
porto_alegre,2025-01-25 13:00:00,30.6,57.0,0.4,12.5
porto_alegre,2025-01-25 14:00:00,25.2,87.0,6.8,16.3
porto_alegre,2025-01-25 15:00:00,26.4,81.0,0.9,8.6
porto_alegre,2025-01-25 16:00:00,28.1,73.0,0.0,10.5
porto_alegre,2025-01-25 17:00:00,26.6,78.0,1.9,10.2
porto_alegre,2025-01-25 18:00:00,26.9,79.0,0.0,7.8
porto_alegre,2025-01-25 19:00:00,26.8,78.0,0.1,7.7
porto_alegre,2025-01-25 20:00:00,26.0,82.0,0.1,4.0
porto_alegre,2025-01-25 21:00:00,25.4,83.0,0.4,6.3
porto_alegre,2025-01-25 22:00:00,25.0,86.0,0.5,10.0
porto_alegre,2025-01-25 23:00:00,24.3,90.0,0.5,11.0
porto_alegre,2025-01-26 00:00:00,24.0,90.0,0.0,9.6
porto_alegre,2025-01-26 01:00:00,23.8,90.0,0.0,10.4
porto_alegre,2025-01-26 02:00:00,23.4,91.0,0.0,8.9
porto_alegre,2025-01-26 03:00:00,23.3,91.0,0.1,8.5
porto_alegre,2025-01-26 04:00:00,23.2,91.0,0.0,8.5
porto_alegre,2025-01-26 05:00:00,23.0,91.0,0.0,7.9
porto_alegre,2025-01-26 06:00:00,22.9,91.0,0.0,6.1
porto_alegre,2025-01-26 07:00:00,23.8,85.0,0.2,8.1
porto_alegre,2025-01-26 08:00:00,24.7,80.0,0.1,8.0
porto_alegre,2025-01-26 09:00:00,25.4,75.0,0.1,8.7
porto_alegre,2025-01-26 10:00:00,27.5,70.0,0.3,7.5
porto_alegre,2025-01-26 11:00:00,28.5,64.0,0.0,10.6
porto_alegre,2025-01-26 12:00:00,29.1,57.0,0.1,13.7
porto_alegre,2025-01-26 13:00:00,28.8,57.0,0.1,15.5
porto_alegre,2025-01-26 14:00:00,29.1,58.0,0.5,14.9
